sweep,iteration,magnetization,magnetization_per_site,abs_magnetization_per_site,energy_per_site,acceptance_rate
765,195840,220,0.8593750000,0.8593750000,-1.6406250000,0.0781250000
766,196096,228,0.8906250000,0.8906250000,-1.6406250000,0.1093750000
767,196352,238,0.9296875000,0.9296875000,-1.7968750000,0.0976562500
768,196608,236,0.9218750000,0.9218750000,-1.7500000000,0.0585937500
769,196864,242,0.9453125000,0.9453125000,-1.8125000000,0.0742187500
770,197120,228,0.8906250000,0.8906250000,-1.6718750000,0.0664062500
771,197376,226,0.8828125000,0.8828125000,-1.7187500000,0.1210937500
772,197632,230,0.8984375000,0.8984375000,-1.6875000000,0.0625000000
773,197888,230,0.8984375000,0.8984375000,-1.6875000000,0.1171875000
774,198144,230,0.8984375000,0.8984375000,-1.6562500000,0.1171875000
775,198400,232,0.9062500000,0.9062500000,-1.7031250000,0.1210937500
776,198656,230,0.8984375000,0.8984375000,-1.6718750000,0.0976562500
777,198912,240,0.9375000000,0.9375000000,-1.7968750000,0.0976562500
778,199168,242,0.9453125000,0.9453125000,-1.8281250000,0.0429687500
779,199424,232,0.9062500000,0.9062500000,-1.6562500000,0.0742187500
780,199680,230,0.8984375000,0.8984375000,-1.6875000000,0.0976562500
781,199936,224,0.8750000000,0.8750000000,-1.6250000000,0.1054687500
782,200192,232,0.9062500000,0.9062500000,-1.6875000000,0.1171875000
783,200448,234,0.9140625000,0.9140625000,-1.7500000000,0.0742187500
784,200704,224,0.8750000000,0.8750000000,-1.6718750000,0.1210937500
785,200960,208,0.8125000000,0.8125000000,-1.6562500000,0.1015625000
786,201216,206,0.8046875000,0.8046875000,-1.6250000000,0.1054687500
787,201472,212,0.8281250000,0.8281250000,-1.6406250000,0.1289062500
788,201728,198,0.7734375000,0.7734375000,-1.5312500000,0.1210937500
789,201984,214,0.8359375000,0.8359375000,-1.6250000000,0.1015625000
790,202240,212,0.8281250000,0.8281250000,-1.5781250000,0.1289062500
791,202496,196,0.7656250000,0.7656250000,-1.3125000000,0.1250000000
792,202752,196,0.7656250000,0.7656250000,-1.3593750000,0.2109375000
793,203008,198,0.7734375000,0.7734375000,-1.5156250000,0.1835937500
794,203264,210,0.8203125000,0.8203125000,-1.6250000000,0.1406250000
795,203520,220,0.8593750000,0.8593750000,-1.7187500000,0.0898437500
796,203776,192,0.7500000000,0.7500000000,-1.4843750000,0.1796875000
797,204032,204,0.7968750000,0.7968750000,-1.5156250000,0.1250000000
798,204288,212,0.8281250000,0.8281250000,-1.6093750000,0.1328125000
799,204544,214,0.8359375000,0.8359375000,-1.6875000000,0.1054687500
800,204800,214,0.8359375000,0.8359375000,-1.5000000000,0.1718750000
